Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.62329,-1.18643,0,0,0,-0.512651,0.51878,-0.195179,0.0263757,0,0,0,0,0,0,0,0,2.81357,0,0,0,1.10751e-16,-1.81305e-16,9.83947e-17,-1.77011e-17,0,0,0,0,0,0,0,0
1.60383,-1.68643,-0.581999,3.47097e-15,0.0539809,0.0419814,0.125511,-0.134395,0.0325465,0,0,0,0,0,0,0,0,2.81357,-1.24313e-17,5.40278e-17,5.73995e-17,0,0,0,0,0,0,0,0,0,0,0,0
