Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.26821,-0.5,0,0,0,0.163444,-0.116057,0.030974,-0.00301377,-1,0,0,0,0.126608,-0.0899008,0.0239932,-0.00233454,1,0,0,0,0.153075,-0.108695,0.0290089,-0.00282257,0,0,0,0,0,0,0,0
2.1631,0.145475,0.554347,1.4283e-14,-0.0509972,0.0307881,-0.0708849,0.0398282,-0.00647412,-0.5,0.42941,3.82407e-15,-0.0395036,0.0238492,-0.0549091,0.0308519,-0.005015,1.60452,0.519178,1.33306e-14,-0.0477618,0.0288348,-0.0663878,0.0373015,-0.00606339,0,0,0,0,0,0,0,0
