Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.99964,-1.5,0,0,0,0.146942,-0.116372,0.0342303,-0.0036193,0,0,0,0,0,0,0,0,1,0,0,0,0.248724,-0.196301,0.0575618,-0.00607174,0,0,0,0,0,0,0,0
1.91867,-1.14548,0.343178,9.61077e-15,-0.0293313,0.00502953,-0.0535768,0.0389145,-0.00745104,0,0,0,0,0,0,0,0,1.60452,0.586838,5.5903e-15,-0.052577,0.00921031,-0.0900132,0.0655051,-0.0125611,0,0,0,0,0,0,0,0
