Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.64942,-0.5,0,0,0,0.0111426,-0.0183763,0.0072753,-0.000885984,1,0,0,0,-0.0290454,0.00361938,0.00278033,-0.000548886,1,0,0,0,0.29444,-0.214691,0.0578164,-0.00554644,0,0,0,0,0,0,0,0
2.54298,-0.645475,-0.144883,-3.00686e-15,0.00630226,0.044538,-0.0351486,0.00985782,-0.000976025,0.5,-0.420159,-5.40691e-15,0.0338122,0.039336,-0.025806,0.00458634,-0.000186897,2.39548,0.868625,3.87518e-14,-0.0100266,0.127293,-0.176868,0.0696018,-0.00870351,0,0,0,0,0,0,0,0
