Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.55274,0.5,0,0,0,-0.0108986,0.0202311,-0.00850848,0.00108957,0,0,0,0,0,0,0,0,1,0,0,0,0.310662,-0.230491,0.0640018,-0.00640114,0,0,0,0,0,0,0,0
2.47946,0.645475,0.146922,2.9196e-15,-0.00428984,-0.051133,0.0403442,-0.0114892,0.00115947,0,0,0,0,0,0,0,0,2.39548,0.960672,-2.14645e-14,-0.0682701,0.141962,-0.17369,0.069275,-0.00890601,0,0,0,0,0,0,0,0
